CUSIP,ISIN,Current Face in Local Currency in Thousand,Current Face in USD,99-20 or not,Intention,Book Price,Excluded from Analysis?
761118GC6,,25135," 25,134,988.24 ",Yes,AFS,60.7640,NO
45660L4W6,US45660L4W61,22389," 22,389,214.65 ",Yes,AFS,72.8775,NO
61748HMH1,US61748HMH11,15579," 15,578,959.35 ",Yes,AFS,61.5095,NO
05948XDX6,,168," 168,497.20 ",No,AFS,100.0000,NO
863579MP0,US863579MP09,11839," 11,838,979.11 ",Yes,AFS,77.8200,NO
45660LUS6,,9270," 9,270,018.72 ",Yes,AFS,68.4990,NO
007036HU3,,4151," 4,151,069.32 ",Yes,AFS,82.0990,NO
12669GWS6,,2548," 2,548,105.18 ",Yes,AFS,74.1650,NO
45660NX42,,795," 794,955.04 ",Yes,AFS,90.8890,NO
22541N4S5,,474," 473,919.45 ",Yes,AFS,97.1361,NO
22541NA90,,266," 265,905.95 ",Yes,AFS,96.3480,NO
12669GWQ0,,6370," 6,370,262.95 ",Yes,AFS,74.1650,NO
456674AA8,US456674AA80,47902," 47,902,405.02 ",Yes,AFS,64.4420,NO
05951EAC1,US05951EAC12,47353," 47,353,245.30 ",Yes,AFS,59.4180,NO
05949CFT8,,8852," 8,851,663.76 ",Yes,AFS,75.3850,NO
59023PAB9,US59023PAB94,41052," 41,051,898.84 ",Yes,AFS,98.7778,NO
073880AA4,US073880AA42,38482," 38,481,735.45 ",Yes,AFS,57.4560,NO
86360BAC2,,39181," 39,180,783.10 ",Yes,AFS,72.8940,NO
76110H7D5,,31331," 31,330,908.62 ",Yes,AFS,75.9350,NO
45661HAJ6,US45661HAJ68,35548," 35,547,855.90 ",Yes,AFS,71.8714,NO
17313FAR3,US17313FAR38,28399," 28,398,643.04 ",Yes,AFS,58.1180,NO
45660GAE0,,27825," 27,824,851.25 ",Yes,AFS,65.4376,NO
466278BD9,US466278BD93,26262," 26,261,923.00 ",Yes,AFS,49.7070,NO
45660L5A3,US45660L5A33,24052," 24,052,267.42 ",Yes,AFS,64.7310,NO
46628UAH1,,24853," 24,852,607.09 ",Yes,AFS,64.7070,NO
590215AB5,US590215AB57,22608," 22,607,986.86 ",Yes,AFS,54.2813,NO
94982HAG2,,33844," 33,843,614.51 ",No,AFS,100.0000,NO
93363PAE0,US93363PAE07,15282," 15,281,996.68 ",Yes,AFS,70.6890,NO
45661EDA9,,16713," 16,712,952.82 ",Yes,AFS,60.9270,NO
12669GBY6,,13394," 13,393,759.00 ",Yes,AFS,85.6880,NO
126694BH0,,13928," 13,927,980.10 ",Yes,AFS,71.8020,NO
126694WH7,US126694WH74,13160," 13,160,380.55 ",Yes,AFS,66.8400,NO
32051GSQ9,,13489," 13,489,100.28 ",Yes,AFS,76.9740,NO
172987AD1,US172987AD17,13538," 13,538,309.05 ",Yes,AFS,66.9560,NO
126694QF8,US126694QF82,11801," 11,800,885.80 ",Yes,AFS,69.2690,NO
46627MBU0,,8736," 8,735,987.99 ",Yes,AFS,66.1120,NO
12669GBA8,US12669GBA85,6356," 6,356,382.55 ",Yes,AFS,84.3590,NO
59022XAC1,US59022XAC11,33995," 33,994,698.20 ",No,AFS,100.0000,NO
65535VSA7,,7763," 7,763,326.59 ",Yes,AFS,59.9630,NO
22541NB32,,1402," 1,401,720.80 ",No,AFS,100.0000,NO
22541NNR6,,486," 486,127.06 ",No,AFS,100.0000,NO
05530WAE7,US05530WAE75,31614," 31,613,522.85 ",Yes,AFS,47.6660,NO
456674AC4,US456674AC47,27496," 27,496,383.05 ",Yes,AFS,58.2130,NO
007034AL5,US007034AL59,30597," 30,597,494.43 ",Yes,AFS,51.6290,NO
75115BAC3,US75115BAC37,28293," 28,292,809.76 ",Yes,AFS,57.9515,NO
456673AC6,US456673AC63,12425," 12,425,435.27 ",Yes,AFS,59.2880,NO
59023CAF9,US59023CAF95,16018," 16,017,550.28 ",Yes,AFS,60.2330,NO
43739ECQ8,,24870," 24,870,103.37 ",Yes,AFS,80.7300,NO
59024WAB3,US59024WAB37,34272," 34,272,017.26 ",Yes,AFS,95.6975,NO
073880AM8,US073880AM89,5833," 5,832,821.47 ",Yes,AFS,50.1170,NO
45254NJB4,,5252," 5,251,592.34 ",No,HTM,100.0000,NO
45254NJF5,,2111," 2,111,140.07 ",No,HTM,100.0000,NO
12668AUQ6,,24096," 24,096,128.60 ",Yes,AFS,70.0670,NO
12668AFG5,US12668AFG58,17703," 17,702,766.41 ",Yes,AFS,51.2396,NO
12668ABM6,,5532," 5,531,936.79 ",Yes,AFS,55.9350,NO
55265WAF0,,700," 699,978.07 ",No,AFS,100.0000,NO
05948XJQ5,,13390," 13,389,516.64 ",No,HTM,100.0000,NO
760985V40,,2638," 2,638,393.83 ",No,HTM,100.0000,NO
760985K34,,2284," 2,283,776.59 ",Yes,AFS,95.0430,NO
362341SB6,,29829," 29,828,500.42 ",No,AFS,100.0000,NO
760985C90,,1473," 1,472,580.74 ",No,HTM,100.0000,NO
52520MCL5,US52520MCL54,21512," 21,512,418.70 ",Yes,AFS,70.2470,NO
760985UR0,,12449," 12,448,655.40 ",Yes,AFS,55.1110,NO
251510HW6,US251510HW64,9289," 9,288,545.23 ",Yes,AFS,63.5570,NO
36185NQ60,,6987," 6,987,213.36 ",No,HTM,100.0000,NO
86359BUD1,,4162," 4,162,007.40 ",Yes,AFS,94.7850,NO
760985WM9,,3271," 3,271,246.61 ",No,HTM,100.0000,NO
76110HDC0,,2749," 2,749,260.80 ",No,HTM,100.2777,NO
07325NCA8,,2322," 2,321,829.72 ",No,HTM,100.0000,NO
76110HDB2,,2001," 2,001,461.84 ",No,HTM,100.2891,NO
59023RAG4,US59023RAG48,29698," 29,698,269.35 ",Yes,AFS,79.3930,NO
251510HN6,US251510HN65,1760," 1,760,491.12 ",Yes,AFS,65.1210,NO
863579DU9,,5725," 5,724,679.34 ",Yes,AFS,84.2720,NO
863579KG2,,4683," 4,682,581.90 ",Yes,AFS,87.1097,NO
863579JD1,,3818," 3,818,038.52 ",Yes,AFS,72.1360,NO
86359BFY2,,2072," 2,071,970.75 ",Yes,AFS,101.0740,NO
86359BKY6,,1670," 1,669,973.69 ",No,AFS,100.0000,NO
86358RR41,,571," 570,580.01 ",Yes,AFS,89.3680,NO
86358RE29,US86358RE294,222," 222,359.15 ",Yes,AFS,93.2410,NO
86359BBR1,,2967," 2,967,462.27 ",No,AFS,100.0000,NO
86359ABP7,,2785," 2,785,250.61 ",Yes,AFS,99.1360,NO
05949CFW1,,25840," 25,839,874.40 ",Yes,AFS,78.1430,NO
86359BXR7,US86359BXR76,2559," 2,558,504.73 ",No,AFS,100.0000,NO
86359ARC9,,1972," 1,971,708.95 ",Yes,AFS,84.6100,NO
86358RX36,,1654," 1,653,650.36 ",Yes,AFS,99.1179,NO
86359A4U4,,1348," 1,347,768.32 ",No,AFS,99.9598,NO
86359ABR3,US86359ABR32,1214," 1,214,145.84 ",Yes,AFS,99.1360,NO
86359AXD0,,1149," 1,149,054.41 ",Yes,AFS,93.9240,NO
86359AKJ1,,1125," 1,124,721.09 ",Yes,AFS,92.8250,NO
86359AS20,,912," 911,988.61 ",No,AFS,100.0000,NO
86359ADT7,,865," 865,492.33 ",Yes,AFS,91.8330,NO
86358R5E3,,467," 466,510.76 ",Yes,AFS,93.1480,NO
46629CAB3,US46629CAB37,23884," 23,884,232.30 ",Yes,AFS,69.9400,NO
86358RP43,,364," 363,698.10 ",Yes,AFS,95.6847,NO
863579CB2,,17910," 17,909,911.14 ",Yes,AFS,92.6470,NO
761118LK2,,20290," 20,289,676.39 ",Yes,AFS,64.7670,NO
45660LN88,US45660LN883,15845," 15,844,899.34 ",Yes,AFS,58.1366,NO
576433YQ3,US576433YQ32,12881," 12,880,850.68 ",Yes,AFS,84.9660,NO
45660LLJ6,US45660LLJ60,7700," 7,699,519.25 ",Yes,AFS,59.6630,NO
45660LGQ6,US45660LGQ68,6394," 6,394,401.78 ",Yes,AFS,63.0058,NO
17307GQY7,US17307GQY79,3979," 3,979,349.83 ",Yes,AFS,81.5880,NO
07384M2V3,,3579," 3,579,180.71 ",Yes,AFS,100.0000,NO
05949CHQ2,,19727," 19,727,285.99 ",Yes,AFS,77.1570,NO
22541SEY0,,3229," 3,228,786.84 ",Yes,AFS,99.3365,NO
17307GLW6,,2767," 2,767,359.01 ",Yes,AFS,86.6560,NO
86359A4W0,,2859," 2,859,027.17 ",No,AFS,100.0000,NO
86359BGC9,,2500," 2,500,396.46 ",Yes,AFS,89.8520,NO
22541SXD5,,2513," 2,512,713.00 ",No,AFS,100.0000,NO
12669GUH2,,2833," 2,832,587.46 ",Yes,AFS,62.9580,NO
86359BCK5,,2435," 2,435,134.85 ",Yes,AFS,99.9461,NO
007036AA4,,2430," 2,429,944.20 ",No,AFS,100.0000,NO
576433MT0,US576433MT09,2228," 2,227,674.64 ",Yes,AFS,73.2047,NO
61748HEE7,US61748HEE71,1869," 1,869,496.94 ",Yes,AFS,62.4720,NO
00703QAA0,US00703QAA04,18885," 18,884,778.94 ",Yes,AFS,55.0330,NO
12669GL90,,2017," 2,017,338.40 ",Yes,AFS,69.1360,NO
41161PGG2,,1605," 1,604,575.04 ",Yes,AFS,66.2500,NO
007036GR1,,1623," 1,622,537.35 ",Yes,AFS,73.1220,NO
12669FG80,,1953," 1,952,857.44 ",Yes,AFS,71.7890,NO
576433QS8,,1356," 1,356,131.31 ",No,AFS,100.0000,NO
76110HXP9,US76110HXP99,1202," 1,201,513.36 ",Yes,AFS,81.7810,NO
22541SPA0,,875," 874,809.66 ",Yes,AFS,94.1050,NO
576433LJ3,,760," 759,659.47 ",No,AFS,103.0928,NO
07386HDD0,US07386HDD08,674," 674,381.14 ",No,AFS,100.0000,NO
939336D42,,631," 630,965.22 ",No,AFS,100.0000,NO
05949CBW5,,6309," 6,309,363.32 ",Yes,AFS,85.4010,NO
362341RT8,US362341RT83,15494," 15,493,592.81 ",No,AFS,100.0000,NO
22541NEF2,,627," 626,520.50 ",No,AFS,100.0000,NO
007036BN5,,597," 597,194.35 ",Yes,AFS,97.9510,NO
576433EQ5,,518," 517,908.84 ",No,AFS,100.0000,NO
22541QUR1,,599," 599,391.85 ",Yes,AFS,83.3110,NO
576433LK0,,456," 455,934.13 ",No,AFS,100.0000,NO
07386HFE6,,415," 414,617.25 ",No,AFS,100.0000,NO
07386HDF5,,337," 336,856.38 ",No,AFS,100.0000,NO
576433HF6,,326," 325,997.84 ",No,AFS,100.0000,NO
07386HDZ1,,257," 257,263.75 ",No,AFS,100.0000,NO
45660LDD8,US45660LDD82,232," 232,093.38 ",Yes,AFS,99.0250,NO
05949CMS2,,14912," 14,912,191.15 ",Yes,AFS,81.4880,NO
576433MW3,,132," 131,787.87 ",Yes,AFS,78.5560,NO
86359BEF4,,460," 459,940.30 ",Yes,AFS,100.0000,NO
576433QX7,,5044," 5,043,725.36 ",No,HTM,104.0986,NO
86359BYC9,,35828," 35,828,348.74 ",Yes,AFS,89.2030,NO
45660LF53,US45660LF533,32540," 32,539,832.21 ",Yes,AFS,63.1710,NO
61748HCE9,,13035," 13,035,194.90 ",Yes,AFS,98.7790,NO
12667FZ81,,10158," 10,158,477.01 ",Yes,AFS,56.2670,NO
41161PFU2,,5142," 5,142,155.11 ",Yes,AFS,94.9830,NO
86359AT78,,4461," 4,460,703.71 ",Yes,HTM,96.8175,NO
86359AXL2,,644," 643,643.33 ",No,AFS,100.0000,NO
05950PAD5,US05950PAD50,12723," 12,723,340.55 ",Yes,AFS,60.2980,NO
45660NYL3,,380," 379,762.20 ",Yes,AFS,93.6300,NO
86358RKU0,,122," 121,666.06 ",No,AFS,100.0000,NO
86359BNX5,,1273," 1,272,609.01 ",No,HTM,100.0000,NO
576433LE4,,2851," 2,851,291.12 ",No,HTM,100.0000,NO
86359ABW2,,940," 939,744.46 ",No,AFS,100.0000,NO
760985ZH7,,3216," 3,215,686.89 ",No,HTM,100.0000,NO
760985V65,,4537," 4,536,909.96 ",No,AFS,100.0000,NO
2254585V6,,25150," 25,149,847.72 ",Yes,AFS,41.5980,NO
52521DAC6,US52521DAC65,25893," 25,893,279.31 ",Yes,AFS,36.2380,NO
02147XAP2,,12584," 12,583,662.68 ",Yes,AFS,54.9840,NO
3623414A4,US3623414A44,10919," 10,918,706.14 ",Yes,AFS,72.2840,NO
05953YBM2,US05953YBM21,11316," 11,316,256.80 ",Yes,AFS,61.8270,NO
02152AAS8,US02152AAS87,10357," 10,356,860.91 ",Yes,AFS,60.2430,NO
02147PAD6,US02147PAD69,14034," 14,034,091.29 ",Yes,AFS,53.0920,NO
17310UAB8,US17310UAB89,22993," 22,992,704.77 ",Yes,AFS,60.8580,NO
06050AAG8,US06050AAG85,13576," 13,575,624.21 ",Yes,AFS,49.9990,NO
05530PAP7,US05530PAP71,10395," 10,394,578.15 ",Yes,AFS,46.4820,NO
126670JP4,US126670JP46,11664," 11,663,829.62 ",Yes,AFS,64.8490,NO
07401EAC3,,37038," 37,037,774.30 ",Yes,AFS,55.8500,NO
525221CZ8,US525221CZ89,25488," 25,488,310.64 ",Yes,AFS,52.7170,NO
86362HAA1,US86362HAA14,13112," 13,112,104.32 ",Yes,AFS,51.7730,NO
05949CPG5,,11695," 11,695,138.00 ",Yes,AFS,80.5080,NO
17307G3F3,,11549," 11,548,969.56 ",Yes,AFS,69.5390,NO
02660TFG3,US02660TFG31,10545," 10,544,762.04 ",Yes,AFS,77.9692,NO
055294AA0,,11227," 11,227,454.52 ",Yes,AFS,56.7260,NO
466285AA1,US466285AA15,10709," 10,708,515.60 ",Yes,AFS,55.3730,NO
65537EAA2,US65537EAA29,11392," 11,392,289.99 ",Yes,AFS,53.3150,NO
86362TAA5,US86362TAA51,11299," 11,298,526.24 ",Yes,AFS,56.0100,NO
05530MAA7,US05530MAA71,9828," 9,827,787.94 ",Yes,AFS,54.1300,NO
55028CAA3,US55028CAA36,7569," 7,568,620.08 ",Yes,AFS,56.1940,NO
126670JV1,,6345," 6,345,047.00 ",Yes,AFS,68.4780,NO
25150PAB5,US25150PAB58,7723," 7,722,880.35 ",Yes,AFS,46.0280,NO
59020U2H7,US59020U2H71,10364," 10,363,786.63 ",Yes,AFS,80.8057,NO
25150PAA7,US25150PAA75,7723," 7,722,880.35 ",Yes,AFS,45.7550,NO
17309RAH5,US17309RAH57,32026," 32,026,364.57 ",Yes,AFS,58.2360,NO
93935YAB6,US93935YAB65,27093," 27,092,625.95 ",Yes,AFS,56.1490,NO
466284AC0,,10726," 10,725,512.06 ",Yes,AFS,91.9260,NO
3622ECAC0,US3622ECAC08,17286," 17,285,527.46 ",Yes,AFS,52.2440,NO
93936AAB7,US93936AAB70,13939," 13,938,877.19 ",Yes,AFS,52.9920,NO
65537EAD6,US65537EAD67,13225," 13,225,211.06 ",Yes,AFS,53.3280,NO
55028EAC5,US55028EAC57,9230," 9,229,678.97 ",Yes,AFS,86.7710,NO
36245RAB5,US36245RAB50,19252," 19,251,790.16 ",Yes,AFS,59.0550,NO
59020U4S1,,8987," 8,987,288.17 ",Yes,AFS,100.0000,NO
41162GAA0,US41162GAA04,12914," 12,913,868.88 ",Yes,AFS,57.4760,NO
41161PNQ2,US41161PNQ27,6988," 6,987,967.64 ",Yes,HTM,39.7436,NO
12669GUY5,,3981," 3,981,394.18 ",Yes,HTM,0.7870,NO
12668AUP8,US12668AUP82,30605," 30,605,086.96 ",Yes,AFS,76.4140,NO
02150GBM9,US02150GBM96,31688," 31,688,130.42 ",Yes,AFS,38.6310,NO
05948KK32,,23712," 23,711,523.95 ",Yes,AFS,60.7630,NO
74927XAA0,US74927XAA00,31746," 31,745,620.07 ",Yes,AFS,51.1440,NO
94984TAA7,US94984TAA79,24228," 24,228,281.53 ",Yes,AFS,51.9090,NO
12667GFZ1,,17188," 17,188,103.77 ",Yes,AFS,43.2550,NO
02150HAA4,US02150HAA41,19775," 19,774,979.85 ",Yes,AFS,47.7980,NO
59020UW27,US59020UW273,9948," 9,948,030.75 ",Yes,AFS,83.0490,NO
74161YAR6,US74161YAR62,15597," 15,597,341.18 ",Yes,AFS,60.3110,NO
52521RAQ4,US52521RAQ48,20409," 20,408,749.64 ",Yes,AFS,43.0500,NO
02149JAW6,US02149JAW62,16552," 16,551,871.21 ",Yes,AFS,30.0370,NO
17310SAB3,US17310SAB34,15180," 15,179,596.55 ",Yes,AFS,49.8320,NO
52521LAE4,US52521LAE48,21427," 21,426,756.12 ",Yes,AFS,46.0440,NO
32053GAA1,US32053GAA13,17560," 17,559,538.95 ",Yes,AFS,56.7610,NO
74927WAG9,US74927WAG96,20017," 20,017,059.72 ",Yes,AFS,42.2040,NO
12667F4L6,,12946," 12,945,561.80 ",Yes,AFS,55.2300,NO
761118SG4,,12701," 12,701,348.24 ",Yes,AFS,49.7590,NO
251510DK6,US251510DK62,9930," 9,930,496.08 ",Yes,AFS,43.9490,NO
94983RAD6,US94983RAD61,9173," 9,173,096.60 ",Yes,AFS,77.4230,NO
32051GRS6,,11109," 11,108,969.22 ",Yes,AFS,62.3310,NO
02150FAG5,US02150FAG54,12029," 12,029,200.42 ",Yes,AFS,49.4480,NO
02150FAL4,US02150FAL40,12029," 12,029,200.43 ",Yes,AFS,49.3870,NO
32052DAH4,US32052DAH44,11556," 11,555,862.12 ",Yes,AFS,56.9550,NO
61748HKL4,,7593," 7,593,308.16 ",Yes,AFS,45.6260,NO
45660LSV2,,9362," 9,362,127.69 ",Yes,AFS,44.7130,NO
12668ABR5,,9940," 9,940,174.96 ",Yes,AFS,48.1000,NO
76110HE96,,6849," 6,849,232.41 ",Yes,AFS,58.9500,NO
073879M62,US073879M621,6703," 6,702,697.92 ",Yes,AFS,80.1530,NO
05948KH51,,7686," 7,685,764.84 ",Yes,AFS,61.4300,NO
74958CAB6,US74958CAB63,9567," 9,567,003.87 ",Yes,AFS,67.5650,NO
93934FKV3,,7484," 7,484,366.38 ",Yes,AFS,32.3370,NO
12667GLF8,,5862," 5,862,033.60 ",Yes,AFS,53.3800,NO
32053DAF7,US32053DAF78,8465," 8,465,372.70 ",Yes,AFS,55.4520,NO
12667FE35,,4665," 4,664,908.09 ",Yes,AFS,81.3930,NO
073879MZ8,,3900," 3,900,239.98 ",Yes,AFS,91.9180,NO
76113FAT7,,4299," 4,298,942.33 ",Yes,AFS,36.2540,NO
12667FCL7,,3362," 3,362,265.82 ",Yes,AFS,65.6140,NO
45660N4M4,,2918," 2,917,617.00 ",Yes,AFS,86.2720,NO
073879SU3,US073879SU33,2863," 2,863,488.61 ",Yes,AFS,70.8690,NO
05949CEA0,,5781," 5,780,722.69 ",Yes,AFS,70.3330,NO
92977YBP5,,8384," 8,383,550.03 ",Yes,AFS,87.5750,NO
17307GDX3,,2366," 2,365,561.89 ",No,AFS,100.0000,NO
12667FCC7,,1980," 1,979,922.45 ",Yes,HTM,86.4097,NO
74161BAC9,,2622," 2,621,962.01 ",Yes,AFS,62.2710,NO
45660NSY2,,2199," 2,198,932.17 ",No,HTM,101.2246,NO
61748HFY2,,1904," 1,904,403.50 ",No,HTM,100.3245,NO
12667GKL6,,16749," 16,748,928.04 ",Yes,AFS,68.1090,NO
05951GAC6,US05951GAC69,26072," 26,071,605.30 ",Yes,AFS,62.1250,NO
05953YAJ0,US05953YAJ01,21894," 21,893,772.41 ",Yes,AFS,56.3340,NO
05951UAD3,US05951UAD37,23517," 23,516,850.16 ",Yes,AFS,69.4960,NO
362341MD8,,7490," 7,489,988.82 ",Yes,AFS,84.6620,NO
12667GXS7,,4929," 4,929,104.64 ",Yes,AFS,46.5920,NO
12667GRE5,,4533," 4,533,336.00 ",Yes,AFS,36.4560,NO
32052FAY2,,2765," 2,764,983.27 ",Yes,AFS,45.0200,NO
22541SDU9,US22541SDU96,2373," 2,372,764.45 ",Yes,AFS,91.8480,NO
17307GMC9,US17307GMC95,588," 587,726.69 ",No,AFS,100.0000,NO
02660TFP3,US02660TFP30,3266," 3,266,305.90 ",Yes,AFS,65.8560,NO
30251YAA6,,4750," 4,749,577.04 ",Yes,AFS,80.4620,NO
43739EAQ0,US43739EAQ08,2192," 2,191,661.72 ",Yes,HTM,81.7787,NO
17310RAB5,US17310RAB50,9994," 9,993,514.71 ",Yes,AFS,96.8280,NO
073879A99,US073879A998,11625," 11,625,247.16 ",Yes,AFS,81.0980,NO
92922F4D7,,7236," 7,235,905.82 ",Yes,AFS,80.1750,NO
76112BWX4,,5000," 5,000,000.00 ",No,HTM,100.0000,NO
45254NJM0,,776," 775,549.13 ",No,AFS,100.0000,NO
45254NKL0,US45254NKL00,675," 675,435.04 ",No,HTM,100.0000,NO
45254NGC5,,250," 249,838.95 ",No,AFS,100.0000,NO
000759BY5,,3384," 3,384,220.15 ",Yes,AFS,51.0890,NO
004375AK7,,3491," 3,491,241.68 ",Yes,AFS,95.2696,NO
040104FL0,,1913," 1,913,406.07 ",No,AFS,100.0000,NO
31846LCF1,,508," 507,858.46 ",No,AFS,100.0000,NO
31846LCK0,,36," 36,365.67 ",No,AFS,100.0000,NO
00253CHW0,,37," 37,126.65 ",Yes,AFS,99.0100,NO
94983KAG4,US94983KAG40,5838," 5,838,099.59 ",Yes,AFS,82.4900,NO
126670QV3,US126670QV31,9957," 9,957,232.72 ",Yes,AFS,66.6900,NO
76110WLM6,,5668," 5,668,339.49 ",Yes,AFS,94.5220,NO
152314DQ0,US152314DQ07,3789," 3,788,960.86 ",No,AFS,100.0000,NO
64352VEF4,US64352VEF40,1107," 1,106,715.31 ",No,AFS,100.0000,NO
61913JAN6,,734," 733,650.08 ",No,AFS,100.0000,NO
805564JM4,US805564JM47,431," 430,670.36 ",No,AFS,100.0000,NO
79548KXY9,,1, 544.72 ,No,AFS,100.0000,NO
161546FF8,,11646," 11,646,107.41 ",Yes,AFS,88.2240,NO
161542CN3,US161542CN30,11024," 11,024,310.68 ",No,HTM,100.0000,NO
126671C95,,7306," 7,305,623.96 ",Yes,AFS,80.5400,NO
466247ZB2,,6244," 6,243,765.55 ",Yes,AFS,78.6290,NO
805564NL1,,2690," 2,689,573.84 ",No,HTM,100.0000,NO
22540VWZ1,,1409," 1,409,139.36 ",Yes,AFS,85.7060,NO
64352VAE1,US64352VAE11,1131," 1,130,775.09 ",No,AFS,100.0000,NO
90211EAK1,US90211EAK10,609," 608,552.34 ",Yes,AFS,97.8690,NO
79548KXX1,,228," 228,132.48 ",Yes,AFS,99.9960,NO
76110WRP3,,8485," 8,484,719.52 ",No,HTM,100.0000,NO
126671R40,US126671R404,4300," 4,300,287.77 ",No,AFS,100.0038,NO
00253CGV3,,1509," 1,508,933.55 ",No,AFS,100.0000,NO
12489WGM0,,782," 782,181.34 ",No,AFS,100.0000,NO
12666CAD5,US12666CAD56,25227," 25,227,267.15 ",Yes,AFS,73.1290,NO
94984MAP9,US94984MAP95,5049," 5,049,408.14 ",Yes,AFS,68.5230,NO
07388JAB1,US07388JAB17,10728," 10,727,591.22 ",Yes,AFS,72.8120,NO
12667CAC6,US12667CAC64,9134," 9,134,308.44 ",Yes,AFS,78.8730,NO
46629TAD2,US46629TAD28,6713," 6,713,355.96 ",Yes,AFS,98.6500,NO
40431JAD5,US40431JAD54,12000," 12,000,000.00 ",Yes,AFS,49.7570,NO
9497EBAB5,US9497EBAB58,6059," 6,059,468.15 ",Yes,AFS,84.3440,NO
23243WAC2,US23243WAC29,5769," 5,769,065.86 ",Yes,AFS,78.9910,NO
00075XAE7,US00075XAE76,3279," 3,278,575.87 ",Yes,AFS,80.7710,NO
36245EAD0,US36245EAD04,1868," 1,867,612.31 ",Yes,AFS,94.7760,NO
17309QAC8,US17309QAC87,1150," 1,149,940.50 ",Yes,AFS,99.6690,NO
17309MAB9,US17309MAB90,1541," 1,541,416.94 ",Yes,AFS,92.6400,NO
94981QAU2,US94981QAU22,4519," 4,519,002.48 ",Yes,AFS,93.9230,NO
61746RGK1,,20525," 20,525,316.10 ",No,AFS,100.0000,NO
61746RHS3,,9408," 9,408,046.96 ",No,AFS,100.0000,NO
040104GU9,,3367," 3,366,617.46 ",No,AFS,100.0000,NO
61744CFR2,,792," 791,737.94 ",No,AFS,100.0000,NO
59020UMG7,,22511," 22,511,355.09 ",No,AFS,100.0000,NO
04541GKW1,US04541GKW14,18241," 18,241,332.74 ",No,AFS,100.0000,NO
04541GMC3,US04541GMC32,18308," 18,308,247.56 ",No,AFS,100.0000,NO
03072SG33,,20000," 20,000,000.00 ",No,AFS,100.0000,NO
71085PCS0,,15498," 15,498,000.00 ",No,AFS,100.0000,NO
00764MCF2,,13787," 13,786,822.31 ",No,AFS,100.0000,NO
05948LAN7,US05948LAN73,773," 773,138.48 ",No,AFS,100.0000,NO
76112BTT7,,11500," 11,500,000.00 ",No,AFS,100.0000,NO
152314JD3,,12121," 12,121,001.82 ",No,AFS,100.0000,NO
040104FA4,,12749," 12,749,066.70 ",No,AFS,100.0000,NO
76112BTS9,,9871," 9,871,055.06 ",No,AFS,100.0000,NO
03072SG25,,10000," 10,000,000.00 ",No,AFS,100.0000,NO
35729PJD3,,8750," 8,749,501.22 ",No,AFS,100.0000,NO
61746RHE4,,9929," 9,929,116.71 ",No,AFS,100.0000,NO
7609854G3,,10118," 10,117,904.76 ",Yes,AFS,96.5926,NO
59020UQW8,US59020UQW89,10000," 10,000,000.00 ",Yes,AFS,93.0136,NO
66987XGG4,US66987XGG43,9000," 9,000,000.00 ",No,AFS,100.0000,NO
06050HKQ0,US06050HKQ01,672," 672,475.93 ",No,AFS,100.0000,NO
76112BCM0,,8540," 8,540,252.78 ",No,AFS,100.0000,NO
84751PCY3,,8501," 8,501,494.51 ",No,AFS,100.0000,NO
61744CSW7,,7419," 7,418,565.72 ",No,AFS,100.0000,NO
00764MCT2,,6587," 6,586,868.46 ",No,AFS,100.0000,NO
94980GAP6,,6364," 6,364,488.19 ",No,AFS,100.0000,NO
00764MDG9,,5426," 5,426,455.19 ",No,AFS,100.0000,NO
76112BFH8,,4301," 4,300,681.48 ",No,AFS,100.0000,NO
22541SG28,,3476," 3,476,061.30 ",No,AFS,100.0000,NO
86358EMA1,,3407," 3,406,852.59 ",No,AFS,100.0000,NO
76112BKD1,US76112BKD19,3368," 3,368,000.00 ",No,AFS,100.0000,NO
576433DC7,,306," 305,854.10 ",Yes,AFS,91.6200,NO
94980GAQ4,,2919," 2,918,518.27 ",No,AFS,100.0000,NO
04542BHY1,,2722," 2,722,043.80 ",No,AFS,100.0000,NO
5899292D9,US5899292D91,2119," 2,119,453.67 ",No,AFS,100.0000,NO
03072SKS3,,2252," 2,252,007.38 ",No,AFS,100.0000,NO
86358EFB7,,2074," 2,074,146.88 ",No,AFS,100.0000,NO
152314HE3,,1789," 1,788,726.33 ",No,AFS,100.0000,NO
71085PCR2,,1295," 1,295,004.08 ",No,AFS,100.0000,NO
12558MBC5,,1343," 1,343,363.96 ",No,AFS,100.0000,NO
29445FAY4,,939," 938,568.64 ",No,AFS,100.0000,NO
04541GKY7,US04541GKY79,887," 887,159.82 ",No,AFS,100.0000,NO
058930AA6,,5807," 5,807,477.41 ",Yes,AFS,67.0400,NO
86358RYU5,,252," 251,953.18 ",No,AFS,100.0000,NO
36228FZL3,,818," 817,524.67 ",No,AFS,100.0000,NO
03072SNU5,,720," 720,234.30 ",No,AFS,100.0000,NO
76112BEC0,,257," 256,831.43 ",No,AFS,100.0000,NO
04541GCS9,,362," 362,127.39 ",No,AFS,100.0000,NO
04542BFP2,US04542BFP22,331," 330,860.41 ",Yes,AFS,77.6248,NO
57643LCY0,,246," 246,223.02 ",No,AFS,100.0000,NO
126673JU7,,7047," 7,047,051.56 ",No,AFS,100.0000,NO
126673GQ9,,5894," 5,893,902.14 ",No,AFS,100.0000,NO
126673BD3,US126673BD37,4555," 4,554,607.09 ",No,AFS,100.0000,NO
